Amaranthaceae,Chamissoa acuminata,Mart.,FOD/
Amaranthaceae,Chamissoa altissima,(Jacq.) Kunth,FOD/
Amaranthaceae,Gomphrena elegans,Mart.,C.Limpo/FOD/
Amaranthaceae,Gomphrena vaga,Mart.,C.Limpo/
Amaranthaceae,Hebanthe erianthos,(Poir.) Pedersen,C.Limpo/FOD/
Amaranthaceae,Hebanthe pulverulenta,Mart.,FOD/
Amaranthaceae,Hebanthe spicata,Mart.,FOD/
Amaranthaceae,Pfaffia gnaphaloides,(L.f.) Mart.,C.Limpo/
Amaranthaceae,Pfaffia tuberosa,(Spreng.) Hicken,C.Limpo/
Amaranthaceae,Alternanthera littoralis,P.Beauv.,Restinga/
Amaranthaceae,Amaranthus cruentus,L.,C.Limpo/
Amaranthaceae,Amaranthus spinosus,L.,C.Limpo/
Amaranthaceae,Amaranthus viridis,L.,C.Limpo/
Amaranthaceae,Blutaparon portulacoides,(A.St.-Hil.) Mears,Restinga/
Amaranthaceae,Blutaparon vermiculare,(L.) Mears,Restinga/
Amaranthaceae,Cyathula prostrata,Blume,FOD/
Amaranthaceae,Gomphrena celosioides,Mart.,C.Limpo/Restinga/
Amaranthaceae,Alternanthera dentata,(Moench) Stuchlík ex R.E.Fr.,FOD/Restinga/
Amaranthaceae,Alternanthera micrantha,R.E.Fr.,C.Limpo/
Amaranthaceae,Alternanthera pungens,Kunth,Restinga/
Amaranthaceae,Chenopodium murale,L.,FOD/
Amaranthaceae,Gomphrena graminea,Moq.,C.Limpo/
Amaranthaceae,Amaranthus deflexus,L.,C.Limpo/
Amaranthaceae,Amaranthus caudatus,L.,FOD/
Amaranthaceae,Amaranthus hybridus,L.,C.Limpo/
Amaranthaceae,Amaranthus muricatus,(Moq.) Hieron.,C.Limpo/
Amaranthaceae,Amaranthus rosengurtii,Hunz.,C.Limpo/
Amaranthaceae,Amaranthus blitum,L.,C.Limpo/
Amaranthaceae,Gomphrena pulchella,Mart.,C.Limpo/
Amaranthaceae,Gomphrena perennis,L.,C.Limpo/Restinga/
Amaranthaceae,Gomphrena schlechtendaliana,Mart.,C.Limpo/
Amaranthaceae,Gomphrena sellowiana,Mart.,C.Limpo/
Amaranthaceae,Gomphrena macrocephala,A.St.-Hil.,C.Limpo/
Amaranthaceae,Alternanthera kurtzii,Schinz,C.Limpo/
Amaranthaceae,Alternanthera praelonga,A.St.-Hil.,Restinga/
Amaranthaceae,Alternanthera hirtula,(Mart.) R.E.Fr.,C.Limpo/
Amaranthaceae,Quaternella glabratoides,(Suess.) Pedersen,C.Altitude/
Amaranthaceae,Dysphania ambrosioides,(L.) Mosyakin & Clemants,C.Limpo/Restinga/
Amaranthaceae,Salicornia fruticosa,L.,Restinga/
Amaryllidaceae,Hippeastrum aulicum,(Ker Gawl.) Herb.,FOD/
Amaryllidaceae,Hippeastrum blossfeldiae,(Traub & J.L.Doran) Van Scheepen,Restinga/
Amaryllidaceae,Hippeastrum breviflorum,Herb.,C.Altitude/Restinga/
Amaryllidaceae,Hippeastrum calyptratum,(Ker Gawl.) Herb.,FOD/
Amaryllidaceae,Hippeastrum glaucescens,(Mart.) Herb.,C.Altitude/Restinga/
Amaryllidaceae,Hippeastrum marumbiense,(Ravenna) Van Scheepen,FOD/
Amaryllidaceae,Hippeastrum puniceum,(Lam.) Kuntze,Restinga/
Amaryllidaceae,Hippeastrum reticulatum,Herb.,Restinga/
Amaryllidaceae,Hippeastrum santacatarina,(Traub) Dutilh,C.Limpo/
Amaryllidaceae,Hippeastrum striatum,(Lam.) Moore,FOD/Restinga/
Amaryllidaceae,Zephyranthes flavissima,Ravenna,C.Altitude/
Amaryllidaceae,Zephyranthes lagesiana,Ravenna,C.Altitude/
Amaryllidaceae,Zephyranthes paranaensis,Ravenna,C.Altitude/
Amaryllidaceae,Hippeastrum angustifolium,Pax,C.Limpo/
Amaryllidaceae,Hippeastrum vittatum,(L'Hér.) Herb.,C.Altitude/
Amaryllidaceae,Nothoscordum aparadense,Ravenna,C.Limpo/
Amaryllidaceae,Nothoscordum bonariense,(Pers.) Beauverd,C.Altitude/C.Limpo/
Amaryllidaceae,Nothoscordum catharinense,Ravenna,C.Altitude/
Amaryllidaceae,Nothoscordum gracile,(Aiton) Stearn,C.Altitude/C.Limpo/
Amaryllidaceae,Nothoscordum montevidense,Beauverd,C.Limpo/
Amaryllidaceae,Nothoscordum nudicaule,(Lehm.) Guagl.,C.Limpo/
Amaryllidaceae,Nothoscordum portoalegrense,Ravenna,C.Limpo/
Amaryllidaceae,Nothoscordum sengesianum,Ravenna,C.Limpo/
Amaryllidaceae,Nothoscordum uruguaianum,Ravenna,C.Limpo/
Amaryllidaceae,Zephyranthes americana,(Hoffmanns.) Ravenna,C.Limpo/
Amaryllidaceae,Zephyranthes candida,(Lindl.) Herb.,C.Altitude/C.Limpo/
Amaryllidaceae,Zephyranthes mesochloa,Herb. ex Lindl.,C.Limpo/
Amaryllidaceae,Zephyranthes microstigma,Ravenna,C.Limpo/
Amaryllidaceae,Zephyranthes minima,Herb.,C.Limpo/
Amaryllidaceae,Zephyranthes uruguaianica,Ravenna,C.Limpo/
Amaryllidaceae,Zephyranthes coerulea,(Griseb.) Baker,C.Limpo/
Amaryllidaceae,Zephyranthes seubertii,(Seub.) H.H.Hume,C.Limpo/
Amaryllidaceae,Nothoscordum gaudichaudianum,Kunth,C.Limpo/
Amaryllidaceae,Nothoscordum gibbatum,Ravenna,C.Altitude/
Amaryllidaceae,Nothoscordum marchesii,Crosa,C.Limpo/
Amaryllidaceae,Nothoscordum muscorum,Ravenna,C.Limpo/
Amaryllidaceae,Ipheion sessile,(Phil) Traub,C.Limpo/
Amaryllidaceae,Beauverdia dialystemon,(Guagl.) Sassone & Guagli.,C.Limpo/
Amaryllidaceae,Zephyranthes concinna,(Ravenna) R.S.Oliveira & Dutilh,C.Altitude/
Amaryllidaceae,Zephyranthes rubra,(Ravenna) R.S.Oliveira & Dutilh,C.Limpo/
Amaryllidaceae,Zephyranthes bifida,(Herb.) Nic. García & Meerow,C.Limpo/
Amaryllidaceae,Zephyranthes comunelloi,R. Bastian,C.Limpo/
Amaryllidaceae,Zephyranthes pedunculosa,Nic.García & S.C.Arroyo,C.Limpo/
Amaryllidaceae,Zephyranthes blumenavia,(K.Koch & C.D.Bouché ex Carrière) Nic.García & Dutilh,FOD/
Anacardiaceae,Astronium graveolens,Jacq.,FOD/
Anacardiaceae,Lithraea brasiliensis,Marchand,Restinga/
Anacardiaceae,Schinus lentiscifolia,Marchand,C.Limpo/
Anacardiaceae,Schinus molle,L.,FOD/
Anacardiaceae,Tapirira guianensis,Aubl.,FOD/Restinga/
Anacardiaceae,Schinus terebinthifolia,Raddi,C.Limpo/FOD/Restinga/
Anacardiaceae,Schinus longifolia,(Lindl.) Speg.,C.Limpo/FOD/
Anacardiaceae,Schinus weinmanniifolia,Mart. ex Engl.,C.Limpo/
Anacardiaceae,Schinus ramboi,F.A.Barkley,FOD/
Anacardiaceae,Astronium urundeuva,(M.Allemão) Engl.,C.Limpo/
Anacardiaceae,Astronium balansae,Engl.,FOD/
Anacardiaceae,Schinus spinosa,Engl.,FOD/
Anacardiaceae,Schinus rhoifolia,Mart.,FOD/Restinga/
Anacardiaceae,Schinus pampeana,Bordignon & Vog.Ely,C.Limpo/
Annonaceae,Annona dolabripetala,Raddi,FOD/
Annonaceae,Annona emarginata,(Schltdl.) H.Rainer,FOD/Restinga/
Annonaceae,Annona sylvatica,A.St.-Hil.,FOD/
Annonaceae,Duguetia lanceolata,A.St.-Hil.,FOD/
Annonaceae,Guatteria australis,A.St.-Hil.,FOD/
Annonaceae,Porcelia macrocarpa,(Warm.) R.E.Fr.,FOD/Restinga/
Annonaceae,Xylopia brasiliensis,Spreng.,FOD/
Annonaceae,Xylopia sericea,A.St.-Hil.,FOD/
Annonaceae,Annona cacans,Warm.,FOD/
Annonaceae,Annona glabra,L.,FlorestadeIgapóRestinga/
Annonaceae,Annona montana,Macfad.,FOD/Restinga/
Apiaceae,Centella asiatica,(L.) Urb.,C.Altitude/C.Limpo/Restinga/
Apiaceae,Eryngium ebracteatum,Lam.,C.Altitude/C.Limpo/Restinga/
Apiaceae,Eryngium eurycephalum,Malme,C.Altitude/
Apiaceae,Eryngium horridum,Malme,C.Altitude/C.Limpo/Restinga/
Apiaceae,Spananthe paniculata,Jacq.,C.Altitude/C.Limpo/FOD/
Apiaceae,Eryngium canaliculatum,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium ciliatum,Cham. & Schltdl.,C.Limpo/
Apiaceae,Eryngium elegans,Cham. & Schltdl.,C.Altitude/C.Limpo/Restinga/
Apiaceae,Eryngium eriophorum,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium floribundum,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium junceum,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium juncifolium,(Urb.) Mathias & Constance,C.Altitude/C.Limpo/
Apiaceae,Eryngium megapotamicum,Malme,C.Altitude/C.Limpo/
Apiaceae,Eryngium pandanifolium,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium pohlianum,Urb.,C.Altitude/
Apiaceae,Eryngium pristis,Cham. & Schltdl.,C.Altitude/C.Limpo/
Apiaceae,Eryngium regnellii,Malme,C.Altitude/C.Limpo/
Apiaceae,Eryngium rochei,Constance,C.Altitude/C.Limpo/
Apiaceae,Eryngium sanguisorba,Cham. & Schltdl.,C.Altitude/C.Limpo/Restinga/
Apiaceae,Eryngium scirpinum,Cham.,C.Altitude/
Apiaceae,Eryngium serra,Cham. & Schltdl.,C.Limpo/
Apiaceae,Eryngium subinerme,(H.Wolff) Mathias & Constance,C.Altitude/C.Limpo/
Apiaceae,Eryngium raulinii,Mathias & Constance,FOD/
Apiaceae,Eryngium aloifolium,Mart. ex Urb.,C.Altitude/C.Limpo/
Apiaceae,Eryngium corallinum,Mathias & Constance,C.Altitude/
Apiaceae,Eryngium divaricatum,Hook. & Arn.,C.Limpo/Restinga/
Apiaceae,Eryngium dorae,Norman,C.Limpo/
Apiaceae,Eryngium eburneum,Decne.,C.Altitude/C.Limpo/Restinga/
Apiaceae,Eryngium echinatum,Urb.,C.Limpo/
Apiaceae,Eryngium falcifolium,Irgang,C.Altitude/
Apiaceae,Eryngium koehneanum,Urb.,C.Altitude/
Apiaceae,Eryngium nudicaule,Lam.,C.Limpo/Restinga/
Apiaceae,Eryngium ramboanum,Mathias & Constance,C.Altitude/
Apiaceae,Eryngium stenophyllum,Urb.,C.Limpo/
Apiaceae,Eryngium luzulaefolium,Cham. & Schltdl.,C.Limpo/
Apiaceae,Eryngium ombrophilum,Dusén & H.Wolff,FOD/
Apiaceae,Eryngium dusenii,H.Wolff,FOD/
Apiaceae,Eryngium smithii,Mathias & Constance,C.Altitude/FOD/
Apiaceae,Apium prostratum,Labill. ex Vent.,Restinga/
Apiaceae,Apium sellowianum,H.Wolff,Restinga/
Apiaceae,Daucus pusillus,Michx.,C.Altitude/C.Limpo/
Apiaceae,Eryngium urbanianum,H.Wolff,C.Altitude/
Apiaceae,Eryngium zosterifolium,H.Wolff,C.Altitude/
Apiaceae,Eryngium chamissonis,Urb.,C.Altitude/C.Limpo/
Apiaceae,Lilaeopsis brasiliensis,(Glaz.) Affolter,C.Altitude/C.Limpo/
Apiaceae,Lilaeopsis carolinensis,J.M.Coult. & Rose,C.Altitude/C.Limpo/
Apiaceae,Bowlesia incana,Ruiz & Pav.,C.Altitude/C.Limpo/
Apiaceae,Lilaeopsis tenuis,A.W.Hill,C.Altitude/
Apiaceae,Cyclospermum leptophyllum,(Pers.) Sprague ex Britton & P.Wilson,C.Limpo/
Apiaceae,Eryngium irgangii,D.B. Lucas,FOD/
Apiaceae,Ammoselinum rosengurtii,Mathias & Constance,C.Limpo/
Apocynaceae,Allamanda cathartica,L.,FlorestadeIgapóFOD/Restinga/
Apocynaceae,Allamanda schottii,Pohl,FOD/
Apocynaceae,Asclepias bracteolata,E.Fourn.,C.Limpo/
Apocynaceae,Asclepias candida,Vell.,C.Limpo/
Apocynaceae,Asclepias curassavica,L.,C.Limpo/FOD/Restinga/
Apocynaceae,Asclepias langsdorffii,E.Fourn.,C.Limpo/
Apocynaceae,Asclepias mellodora,A.St.-Hil.,C.Altitude/C.Limpo/Restinga/
Apocynaceae,Aspidosperma australe,Müll.Arg.,FOD/
Apocynaceae,Aspidosperma camporum,Müll.Arg.,FOD/
Apocynaceae,Aspidosperma olivaceum,Müll.Arg.,FOD/
Apocynaceae,Barjonia erecta,(Vell.) K.Schum.,C.Limpo/
Apocynaceae,Blepharodon ampliflorum,E.Fourn.,C.Limpo/
Apocynaceae,Blepharodon lineare,(Decne.) Decne.,C.Limpo/
Apocynaceae,Condylocarpon isthmicum,(Vell.) A.DC.,FOD/
Apocynaceae,Ditassa burchellii,Hook. & Arn.,FOD/Restinga/
Apocynaceae,Ditassa edmundoi,Fontella & Valente,FOD/
Apocynaceae,Ditassa hispida,(Vell.) Fontella,FOD/
Apocynaceae,Ditassa tomentosa,(Decne.) Fontella,C.Altitude/
Apocynaceae,Fischeria stellata,(Vell.) E.Fourn.,FOD/
Apocynaceae,Forsteronia leptocarpa,(Hook. & Arn.) A.DC.,FOD/
Apocynaceae,Forsteronia refracta,Müll.Arg.,FOD/
Apocynaceae,Forsteronia rufa,Müll.Arg.,FOD/
Apocynaceae,Funastrum clausum,(Jacq.) Schltr.,Restinga/
Apocynaceae,Gonolobus parviflorus,Decne.,FOD/
Apocynaceae,Gonolobus rostratus,(Vahl) R.Br. ex Shult.,FOD/
Apocynaceae,Gyrostelma bornmuelleri,Schltr. ex Malme,C.Limpo/
Apocynaceae,Hemipogon setaceus,Decne.,C.Limpo/
Apocynaceae,Jobinia connivens,(Hook. & Arn.) Malme,FOD/Restinga/
Apocynaceae,Jobinia lindbergii,E.Fourn.,FOD/
Apocynaceae,Jobinia paranaensis,Fontella & Valente,FOD/
Apocynaceae,Malouetia cestroides,(Nees ex Mart.) Müll.Arg.,FOD/
Apocynaceae,Mandevilla atroviolacea,(Stadelm.) Woodson,FOD/
Apocynaceae,Mandevilla coccinea,(Hook. & Arn.) Woodson,C.Limpo/
Apocynaceae,Mandevilla emarginata,(Vell.) C.Ezcurra,C.Limpo/
Apocynaceae,Mandevilla funiformis,(Vell.) K.Schum.,FOD/Restinga/
Apocynaceae,Mandevilla illustris,(Vell.) Woodson,C.Limpo/
Apocynaceae,Mandevilla pentlandiana,(A.DC.) Woodson,C.Limpo/FOD/
Apocynaceae,Mandevilla scabra,(Hoffmanns. ex Roem. & Schult.) K.Schum.,Restinga/
Apocynaceae,Mandevilla urophylla,(Hook.f.) Woodson,FOD/
Apocynaceae,Mandevilla widgrenii,C.Ezcurra,C.Limpo/
Apocynaceae,Matelea denticulata,(Vahl) Fontella & E.A.Schwarz,FOD/Restinga/
Apocynaceae,Matelea dusenii,Morillo,FOD/
Apocynaceae,Matelea glaziovii,(E.Fourn.) Morillo,FOD/
Apocynaceae,Matelea hatschbachii,(Fontella & Valente) Morillo,FOD/
Apocynaceae,Matelea orthosioides,(E.Fourn.) Fontella,FOD/Restinga/
Apocynaceae,Matelea pyrrhotricha,(Decne.) Fontella,FOD/
Apocynaceae,Matelea reitzii,Fontella,C.Limpo/
Apocynaceae,Minaria acerosa,(Mart.) T.U.P.Konno & Rapini,C.Limpo/Restinga/
Apocynaceae,Nautonia nummularia,Decne.,C.Limpo/
Apocynaceae,Orthosia congesta,Decne.,FOD/
Apocynaceae,Orthosia dusenii,(Malme) Fontella,FOD/
Apocynaceae,Orthosia loandensis,Fontella & Valente,FOD/
Apocynaceae,Orthosia scoparia,(Nutt.) Liede & Meve,FOD/Restinga/
Apocynaceae,Orthosia urceolata,E.Fourn.,FOD/
Apocynaceae,Oxypetalum alpinum,(Vell.) Fontella,FOD/Restinga/
Apocynaceae,Oxypetalum appendiculatum,Mart.,FOD/
Apocynaceae,Oxypetalum arnottianum,H.Buek ex E.Fourn.,C.Limpo/
Apocynaceae,Oxypetalum banksii,R.Br. ex Schult.,FOD/Restinga/
Apocynaceae,Oxypetalum capitatum,Mart.,C.Limpo/
Apocynaceae,Oxypetalum charrua,T.Mey.,C.Limpo/
Apocynaceae,Oxypetalum chodatianum,Malme,C.Limpo/
Apocynaceae,Oxypetalum coalitum,E.Fourn.,C.Limpo/
Apocynaceae,Oxypetalum commersonianum,(Decne.) Fontella & E.A.Schwarz,C.Limpo/
Apocynaceae,Oxypetalum confusum,Malme,C.Limpo/
Apocynaceae,Oxypetalum crispum,Wight ex Hook. & Arn.,C.Limpo/
Apocynaceae,Oxypetalum dusenii,Malme,C.Limpo/
Apocynaceae,Oxypetalum erectum,Mart.,C.Limpo/
Apocynaceae,Oxypetalum hoehnei,Malme,FOD/
Apocynaceae,Oxypetalum humile,(Morong) Hassl.,C.Limpo/
Apocynaceae,Oxypetalum insigne,(Decne.) Malme,C.Limpo/FOD/
Apocynaceae,Oxypetalum joergensenii,T.Mey.,C.Limpo/
Apocynaceae,Oxypetalum kleinii,Fontella & Marquete,FOD/
Apocynaceae,Oxypetalum lineare,Decne.,C.Limpo/
Apocynaceae,Oxypetalum macrolepis,(Hook. & Arn.) Decne.,C.Limpo/
Apocynaceae,Oxypetalum malmei,Hoehne,C.Limpo/
Apocynaceae,Oxypetalum martii,E.Fourn.,C.Limpo/
Apocynaceae,Oxypetalum microphyllum,Hook. & Arn.,C.Limpo/
Apocynaceae,Oxypetalum molle,Hook. & Arn.,FOD/
Apocynaceae,Oxypetalum morilloanum,Fontella,C.Limpo/
Apocynaceae,Oxypetalum mosenii,(Malme) Malme,C.Altitude/FOD/
Apocynaceae,Oxypetalum muticum,E.Fourn.,C.Limpo/
Apocynaceae,Oxypetalum obtusifolium,Malme,C.Limpo/
Apocynaceae,Oxypetalum ostenii,Malme,FOD/
Apocynaceae,Oxypetalum pachyglossum,Decne.,C.Limpo/FOD/Restinga/
Apocynaceae,Oxypetalum pachygynum,Decne.,C.Limpo/
Apocynaceae,Oxypetalum pannosum,Decne.,FOD/
Apocynaceae,Oxypetalum parviflorum,(Decne.) Decne.,C.Limpo/
Apocynaceae,Oxypetalum reitzii,Fontella & Marquete,FOD/
Apocynaceae,Oxypetalum solanoides,Hook. & Arn.,C.Limpo/
Apocynaceae,Oxypetalum stipatum,Malme,FOD/
Apocynaceae,Oxypetalum sublanatum,Malme,C.Altitude/C.Limpo/
Apocynaceae,Oxypetalum suboppositum,Malme,C.Limpo/
Apocynaceae,Oxypetalum tomentosum,Wight ex Hook. & Arn.,Restinga/
Apocynaceae,Oxypetalum tubatum,Malme,FOD/
Apocynaceae,Oxypetalum wightianum,Hook. & Arn.,C.Limpo/FOD/
Apocynaceae,Peplonia axillaris,(Vell.) Fontella,FOD/
Apocynaceae,Peplonia hatschbachii,(Fontella & de Lamare) Fontella & Rapini,FOD/
Apocynaceae,Prestonia calycina,Müll.Arg.,FOD/
Apocynaceae,Prestonia dusenii,(Malme) Woodson,FOD/Restinga/
Apocynaceae,Tabernaemontana catharinensis,A.DC.,FOD/
Apocynaceae,Tassadia obovata,Decne.,FOD/Restinga/
Apocynaceae,Temnadenia odorifera,(Vell.) J.F.Morales,Restinga/
Apocynaceae,Widgrenia corymbosa,Malme,C.Limpo/
Apocynaceae,Oxypetalum cordifolium,(Vent.) Schltr.,FOD/
Apocynaceae,Blepharodon pictum,(Vahl) W.D.Stevens,FlorestadeIgapóFOD/
Apocynaceae,Prestonia quinquangularis,(Jacq.) Spreng.,FOD/
Apocynaceae,Oxypetalum pedicellatum,Decne.,FOD/
Apocynaceae,Aspidosperma quebracho-blanco,Schltdl.,C.Limpo/
Apocynaceae,Mandevilla longiflora,(Desf.) Pichon,C.Limpo/
Apocynaceae,Mandevilla petraea,(A.St.-Hil.) Pichon,C.Limpo/
Apocynaceae,Rhabdadenia madida,(Vell.) Miers,C.Limpo/FOD/
Apocynaceae,Araujia megapotamica,(Spreng.) Don,C.Limpo/
Apocynaceae,Oxypetalum argentinum,Malme,C.Limpo/
Apocynaceae,Oxypetalum coccineum,Griseb.,C.Limpo/
Apocynaceae,Oxypetalum hilarianum,E.Fourn.,C.Limpo/
Apocynaceae,Macroscepis magnifica,Malme,FOD/
Apocynaceae,Oxypetalum marginatum,Malme,C.Limpo/
Apocynaceae,Oxypetalum karstenianum,Goyder & Rapini,FOD/
Apocynaceae,Oxypetalum sylvestre,(Hook. & Arn.) Goyder & Rapini,FOD/
Apocynaceae,Peplonia adnata,(E.Fourn.) U.C.S.Silva & Rapini,FOD/
Apocynaceae,Macroscepis hatschbachii,Morillo,FOD/
Apocynaceae,Oxypetalum coeruleum,(D.Don ex Sweet) Decne.,C.Limpo/
Apocynaceae,Ruehssia macrophylla,(Humb. & Bonpl. ex Schult.) H.Karst.,FOD/
Apocynaceae,Oxypetalum marianae,H.A.Keller & Funez,C.Altitude/
Apocynaceae,Ruehssia hatschbachii,(Morillo) F.Esp.Santo & Rapini,FOD/
Aquifoliaceae,Ilex brevicuspis,Reissek,FOD/
Aquifoliaceae,Ilex dumosa,Reissek,C.Altitude/Restinga/
Aquifoliaceae,Ilex integerrima,(Vell.) Reissek,FOD/Restinga/
Aquifoliaceae,Ilex microdonta,Reissek,FOD/
Aquifoliaceae,Ilex paraguariensis,A.St.-Hil.,FOD/
Aquifoliaceae,Ilex pseudobuxus,Reissek,FOD/Restinga/
Aquifoliaceae,Ilex taubertiana,Loes.,FOD/
Aquifoliaceae,Ilex theezans,Mart. ex Reissek,C.Altitude/FOD/Restinga/
Aquifoliaceae,Ilex chamaedryfolia,Reissek,C.Altitude/
Araceae,Anthurium acutum,N.E.Br.,FOD/
Araceae,Anthurium comtum,Schott,FOD/
Araceae,Anthurium coriaceum,(Graham) G.Don,FOD/
Araceae,Anthurium gaudichaudianum,Kunth,FOD/
Araceae,Anthurium loefgrenii,Engl.,FOD/Restinga/
Araceae,Anthurium marense,K.Krause,FOD/
Araceae,Anthurium maximilianii,Schott,FOD/
Araceae,Anthurium pentaphyllum,(Aubl.) G.Don,FOD/
